fir_id,victim_id
FIR-2026-KA-0538,VIC-2024-KA-1144
FIR-2026-KA-0539,VIC-2024-KA-1227
FIR-2026-KA-0540,VIC-2024-KA-0224
FIR-2025-KA-0541,VIC-2024-KA-0403
FIR-2025-KA-0542,VIC-2024-KA-0317
FIR-2026-KA-0543,VIC-2024-KA-1499
FIR-2024-KA-0544,VIC-2024-KA-0575
FIR-2026-KA-0545,VIC-2024-KA-1357
FIR-2026-KA-0546,VIC-2024-KA-0020
FIR-2024-KA-0547,VIC-2024-KA-1337
FIR-2025-KA-0548,VIC-2024-KA-1318
FIR-2024-KA-0549,VIC-2024-KA-1389
FIR-2024-KA-0550,VIC-2024-KA-0708
FIR-2025-KA-0551,VIC-2024-KA-0787
FIR-2025-KA-0552,VIC-2024-KA-0983
FIR-2025-KA-0553,VIC-2024-KA-1351
FIR-2023-KA-0554,VIC-2024-KA-0058
FIR-2026-KA-0555,VIC-2024-KA-0008
FIR-2023-KA-0556,VIC-2024-KA-1042
FIR-2024-KA-0557,VIC-2024-KA-0585
FIR-2023-KA-0558,VIC-2024-KA-0647
FIR-2026-KA-0559,VIC-2024-KA-0875
FIR-2023-KA-0560,VIC-2024-KA-0769
FIR-2025-KA-0561,VIC-2024-KA-1189
FIR-2025-KA-0562,VIC-2024-KA-0008
FIR-2025-KA-0563,VIC-2024-KA-0596
FIR-2026-KA-0564,VIC-2024-KA-0201
FIR-2026-KA-0565,VIC-2024-KA-1077
FIR-2024-KA-0566,VIC-2024-KA-0641
FIR-2024-KA-0567,VIC-2024-KA-0885
FIR-2023-KA-0568,VIC-2024-KA-1229
FIR-2023-KA-0569,VIC-2024-KA-0769
FIR-2023-KA-0570,VIC-2024-KA-0364
FIR-2026-KA-0571,VIC-2024-KA-1299
FIR-2025-KA-0572,VIC-2024-KA-0039
FIR-2025-KA-0573,VIC-2024-KA-0940
FIR-2024-KA-0574,VIC-2024-KA-0559
FIR-2023-KA-0575,VIC-2024-KA-0771
FIR-2024-KA-0576,VIC-2024-KA-1414
FIR-2026-KA-0577,VIC-2024-KA-0026
FIR-2026-KA-0578,VIC-2024-KA-0525
FIR-2024-KA-0579,VIC-2024-KA-1460
FIR-2026-KA-0580,VIC-2024-KA-1364
FIR-2024-KA-0581,VIC-2024-KA-0843
FIR-2024-KA-0582,VIC-2024-KA-0408
FIR-2026-KA-0583,VIC-2024-KA-0328
FIR-2026-KA-0584,VIC-2024-KA-0016
FIR-2024-KA-0585,VIC-2024-KA-1242
FIR-2025-KA-0586,VIC-2024-KA-0654
FIR-2026-KA-0587,VIC-2024-KA-1165
FIR-2026-KA-0588,VIC-2024-KA-0634
FIR-2024-KA-0589,VIC-2024-KA-0526
FIR-2025-KA-0590,VIC-2024-KA-1228
FIR-2025-KA-0591,VIC-2024-KA-1369
FIR-2026-KA-0592,VIC-2024-KA-0251
FIR-2023-KA-0593,VIC-2024-KA-1429
FIR-2024-KA-0594,VIC-2024-KA-1189
FIR-2025-KA-0595,VIC-2024-KA-0570
FIR-2025-KA-0596,VIC-2024-KA-1265
FIR-2025-KA-0597,VIC-2024-KA-0112
FIR-2024-KA-0598,VIC-2024-KA-0758
FIR-2025-KA-0599,VIC-2024-KA-0802
FIR-2025-KA-0600,VIC-2024-KA-0947
FIR-2023-KA-0601,VIC-2024-KA-0017
FIR-2026-KA-0602,VIC-2024-KA-1130
FIR-2025-KA-0603,VIC-2024-KA-0995
FIR-2025-KA-0604,VIC-2024-KA-1302
FIR-2024-KA-0605,VIC-2024-KA-1242
FIR-2025-KA-0606,VIC-2024-KA-0908
FIR-2024-KA-0607,VIC-2024-KA-1455
FIR-2025-KA-0608,VIC-2024-KA-0894
FIR-2026-KA-0609,VIC-2024-KA-0214
FIR-2024-KA-0610,VIC-2024-KA-0838
FIR-2025-KA-0611,VIC-2024-KA-1331
FIR-2026-KA-0612,VIC-2024-KA-1314
FIR-2025-KA-0613,VIC-2024-KA-0501
FIR-2024-KA-0614,VIC-2024-KA-1417
FIR-2025-KA-0615,VIC-2024-KA-1424
FIR-2023-KA-0616,VIC-2024-KA-1369
FIR-2024-KA-0617,VIC-2024-KA-1162
FIR-2023-KA-0618,VIC-2024-KA-0810
FIR-2026-KA-0619,VIC-2024-KA-1479
FIR-2026-KA-0620,VIC-2024-KA-1378
FIR-2023-KA-0621,VIC-2024-KA-0503
FIR-2026-KA-0622,VIC-2024-KA-0289
FIR-2023-KA-0623,VIC-2024-KA-0585
FIR-2026-KA-0624,VIC-2024-KA-1043
FIR-2025-KA-0625,VIC-2024-KA-0808
FIR-2024-KA-0626,VIC-2024-KA-0249
FIR-2026-KA-0627,VIC-2024-KA-0615
FIR-2025-KA-0628,VIC-2024-KA-0435
FIR-2025-KA-0629,VIC-2024-KA-0013
FIR-2023-KA-0630,VIC-2024-KA-0714
FIR-2024-KA-0631,VIC-2024-KA-0507
FIR-2024-KA-0632,VIC-2024-KA-0945
FIR-2024-KA-0633,VIC-2024-KA-0778
FIR-2024-KA-0634,VIC-2024-KA-0353
FIR-2025-KA-0635,VIC-2024-KA-1393
FIR-2023-KA-0636,VIC-2024-KA-1047
FIR-2026-KA-0637,VIC-2024-KA-0071
FIR-2026-KA-0638,VIC-2024-KA-1328
FIR-2026-KA-0639,VIC-2024-KA-0374
FIR-2026-KA-0640,VIC-2024-KA-0315
FIR-2023-KA-0641,VIC-2024-KA-0545
FIR-2025-KA-0642,VIC-2024-KA-0989
FIR-2026-KA-0643,VIC-2024-KA-0498
FIR-2025-KA-0644,VIC-2024-KA-0756
FIR-2024-KA-0645,VIC-2024-KA-1005
FIR-2026-KA-0646,VIC-2024-KA-1305
FIR-2026-KA-0647,VIC-2024-KA-1243
FIR-2025-KA-0648,VIC-2024-KA-1111
FIR-2025-KA-0649,VIC-2024-KA-0089
FIR-2025-KA-0650,VIC-2024-KA-0294
FIR-2026-KA-0651,VIC-2024-KA-0305
FIR-2026-KA-0652,VIC-2024-KA-0331
FIR-2025-KA-0653,VIC-2024-KA-0128
FIR-2026-KA-0654,VIC-2024-KA-1278
FIR-2023-KA-0655,VIC-2024-KA-0162
FIR-2025-KA-0656,VIC-2024-KA-0625
FIR-2026-KA-0657,VIC-2024-KA-1014
FIR-2025-KA-0658,VIC-2024-KA-0514
FIR-2023-KA-0659,VIC-2024-KA-0794
FIR-2026-KA-0660,VIC-2024-KA-0532
FIR-2023-KA-0661,VIC-2024-KA-0931
FIR-2024-KA-0662,VIC-2024-KA-0590
FIR-2024-KA-0663,VIC-2024-KA-1012
FIR-2023-KA-0664,VIC-2024-KA-0818
FIR-2023-KA-0665,VIC-2024-KA-0749
FIR-2023-KA-0666,VIC-2024-KA-0448
FIR-2024-KA-0667,VIC-2024-KA-0145
FIR-2023-KA-0668,VIC-2024-KA-0373
FIR-2026-KA-0669,VIC-2024-KA-0936
FIR-2026-KA-0670,VIC-2024-KA-1225
FIR-2024-KA-0671,VIC-2024-KA-1091
FIR-2026-KA-0672,VIC-2024-KA-0327
FIR-2026-KA-0673,VIC-2024-KA-1181
FIR-2025-KA-0674,VIC-2024-KA-0184
FIR-2026-KA-0675,VIC-2024-KA-1366
FIR-2023-KA-0676,VIC-2024-KA-0940
FIR-2023-KA-0677,VIC-2024-KA-0467
FIR-2023-KA-0678,VIC-2024-KA-1303
FIR-2024-KA-0679,VIC-2024-KA-1340
FIR-2025-KA-0680,VIC-2024-KA-0405
FIR-2025-KA-0681,VIC-2024-KA-0309
FIR-2025-KA-0682,VIC-2024-KA-0087
FIR-2023-KA-0683,VIC-2024-KA-0552
FIR-2025-KA-0684,VIC-2024-KA-0956
FIR-2024-KA-0685,VIC-2024-KA-0747
FIR-2025-KA-0686,VIC-2024-KA-0144
FIR-2023-KA-0687,VIC-2024-KA-0634
FIR-2025-KA-0688,VIC-2024-KA-0244
FIR-2026-KA-0689,VIC-2024-KA-0724
FIR-2023-KA-0690,VIC-2024-KA-1368
FIR-2023-KA-0691,VIC-2024-KA-0051
FIR-2023-KA-0692,VIC-2024-KA-0647
FIR-2026-KA-0693,VIC-2024-KA-0138
FIR-2026-KA-0694,VIC-2024-KA-1368
FIR-2023-KA-0695,VIC-2024-KA-0776
FIR-2025-KA-0696,VIC-2024-KA-1401
FIR-2024-KA-0697,VIC-2024-KA-1027
FIR-2023-KA-0698,VIC-2024-KA-1089
FIR-2023-KA-0699,VIC-2024-KA-0839
FIR-2024-KA-0700,VIC-2024-KA-0973
FIR-2023-KA-0701,VIC-2024-KA-0051
FIR-2026-KA-0702,VIC-2024-KA-1332
FIR-2024-KA-0703,VIC-2024-KA-0252
FIR-2023-KA-0704,VIC-2024-KA-1129
FIR-2026-KA-0705,VIC-2024-KA-0165
FIR-2026-KA-0706,VIC-2024-KA-0067
FIR-2024-KA-0707,VIC-2024-KA-1386
FIR-2024-KA-0708,VIC-2024-KA-0718
FIR-2024-KA-0709,VIC-2024-KA-0442
FIR-2024-KA-0710,VIC-2024-KA-0015
FIR-2025-KA-0711,VIC-2024-KA-0418
FIR-2023-KA-0712,VIC-2024-KA-1397
FIR-2026-KA-0713,VIC-2024-KA-0213
FIR-2026-KA-0714,VIC-2024-KA-0283
FIR-2024-KA-0715,VIC-2024-KA-0754
FIR-2025-KA-0716,VIC-2024-KA-0696
FIR-2024-KA-0717,VIC-2024-KA-0884
FIR-2024-KA-0718,VIC-2024-KA-0633
FIR-2024-KA-0719,VIC-2024-KA-0968
FIR-2026-KA-0720,VIC-2024-KA-0451
FIR-2026-KA-0721,VIC-2024-KA-1258
FIR-2025-KA-0722,VIC-2024-KA-0342
FIR-2023-KA-0723,VIC-2024-KA-0613
FIR-2025-KA-0724,VIC-2024-KA-1440
FIR-2024-KA-0725,VIC-2024-KA-1493
FIR-2023-KA-0726,VIC-2024-KA-1180
FIR-2024-KA-0727,VIC-2024-KA-1338
FIR-2025-KA-0728,VIC-2024-KA-1410
FIR-2025-KA-0729,VIC-2024-KA-0254
FIR-2024-KA-0730,VIC-2024-KA-0319
FIR-2024-KA-0731,VIC-2024-KA-0637
FIR-2023-KA-0732,VIC-2024-KA-0017
FIR-2024-KA-0733,VIC-2024-KA-0161
FIR-2024-KA-0734,VIC-2024-KA-0909
FIR-2025-KA-0735,VIC-2024-KA-1037
FIR-2025-KA-0736,VIC-2024-KA-0659
FIR-2023-KA-0737,VIC-2024-KA-0151
FIR-2023-KA-0738,VIC-2024-KA-0017
FIR-2024-KA-0739,VIC-2024-KA-0418
FIR-2024-KA-0740,VIC-2024-KA-0116
FIR-2023-KA-0741,VIC-2024-KA-0134
FIR-2024-KA-0742,VIC-2024-KA-0916
FIR-2026-KA-0743,VIC-2024-KA-0557
FIR-2023-KA-0744,VIC-2024-KA-0139
FIR-2023-KA-0745,VIC-2024-KA-0616
FIR-2023-KA-0746,VIC-2024-KA-0430
FIR-2024-KA-0747,VIC-2024-KA-1123
FIR-2026-KA-0748,VIC-2024-KA-0533
FIR-2025-KA-0749,VIC-2024-KA-0006
FIR-2023-KA-0750,VIC-2024-KA-1133
FIR-2023-KA-0751,VIC-2024-KA-0573
FIR-2024-KA-0752,VIC-2024-KA-1383
FIR-2025-KA-0753,VIC-2024-KA-1161
FIR-2024-KA-0754,VIC-2024-KA-0538
FIR-2025-KA-0755,VIC-2024-KA-1427
FIR-2025-KA-0756,VIC-2024-KA-1077
FIR-2025-KA-0757,VIC-2024-KA-0563
FIR-2023-KA-0758,VIC-2024-KA-1366
FIR-2024-KA-0759,VIC-2024-KA-0883
FIR-2025-KA-0760,VIC-2024-KA-0898
FIR-2023-KA-0761,VIC-2024-KA-1209
FIR-2023-KA-0762,VIC-2024-KA-0119
FIR-2025-KA-0763,VIC-2024-KA-1299
FIR-2023-KA-0764,VIC-2024-KA-0540
FIR-2026-KA-0765,VIC-2024-KA-0693
FIR-2023-KA-0766,VIC-2024-KA-0256
FIR-2025-KA-0767,VIC-2024-KA-0710
FIR-2023-KA-0768,VIC-2024-KA-0639
FIR-2024-KA-0769,VIC-2024-KA-0095
FIR-2023-KA-0770,VIC-2024-KA-0303
FIR-2025-KA-0771,VIC-2024-KA-0035
FIR-2023-KA-0772,VIC-2024-KA-1406
FIR-2026-KA-0773,VIC-2024-KA-0304
FIR-2025-KA-0774,VIC-2024-KA-1471
FIR-2024-KA-0775,VIC-2024-KA-1124
FIR-2024-KA-0776,VIC-2024-KA-0880
FIR-2025-KA-0777,VIC-2024-KA-0555
FIR-2023-KA-0778,VIC-2024-KA-0676
FIR-2023-KA-0779,VIC-2024-KA-0606
FIR-2024-KA-0780,VIC-2024-KA-0646
FIR-2025-KA-0781,VIC-2024-KA-1022
FIR-2026-KA-0782,VIC-2024-KA-1291
FIR-2026-KA-0783,VIC-2024-KA-0645
FIR-2024-KA-0784,VIC-2024-KA-0993
FIR-2025-KA-0785,VIC-2024-KA-0513
FIR-2025-KA-0786,VIC-2024-KA-1263
FIR-2023-KA-0787,VIC-2024-KA-0430
FIR-2025-KA-0788,VIC-2024-KA-1356
FIR-2026-KA-0789,VIC-2024-KA-0737
FIR-2025-KA-0790,VIC-2024-KA-1236
FIR-2025-KA-0791,VIC-2024-KA-0073
FIR-2025-KA-0792,VIC-2024-KA-0698
FIR-2026-KA-0793,VIC-2024-KA-0285
FIR-2023-KA-0794,VIC-2024-KA-0029
FIR-2023-KA-0795,VIC-2024-KA-0328
FIR-2026-KA-0796,VIC-2024-KA-0319
FIR-2025-KA-0797,VIC-2024-KA-1053
FIR-2023-KA-0798,VIC-2024-KA-0955
FIR-2025-KA-0799,VIC-2024-KA-0061
FIR-2024-KA-0800,VIC-2024-KA-1444
FIR-2023-KA-0801,VIC-2024-KA-1106
FIR-2024-KA-0802,VIC-2024-KA-0489
FIR-2023-KA-0803,VIC-2024-KA-0044
FIR-2026-KA-0804,VIC-2024-KA-0412
FIR-2023-KA-0805,VIC-2024-KA-0766
FIR-2024-KA-0806,VIC-2024-KA-1057
FIR-2024-KA-0807,VIC-2024-KA-1372
FIR-2025-KA-0808,VIC-2024-KA-0029
FIR-2026-KA-0809,VIC-2024-KA-0072
FIR-2023-KA-0810,VIC-2024-KA-1229
FIR-2026-KA-0811,VIC-2024-KA-0068
FIR-2026-KA-0812,VIC-2024-KA-0041
FIR-2025-KA-0813,VIC-2024-KA-0523
FIR-2025-KA-0814,VIC-2024-KA-0205
FIR-2024-KA-0815,VIC-2024-KA-0244
FIR-2026-KA-0816,VIC-2024-KA-1257
FIR-2023-KA-0817,VIC-2024-KA-0828
FIR-2026-KA-0818,VIC-2024-KA-1474
FIR-2023-KA-0819,VIC-2024-KA-0535
FIR-2023-KA-0820,VIC-2024-KA-1345
FIR-2024-KA-0821,VIC-2024-KA-0108
FIR-2026-KA-0822,VIC-2024-KA-0606
FIR-2025-KA-0823,VIC-2024-KA-0150
FIR-2026-KA-0824,VIC-2024-KA-1194
FIR-2026-KA-0825,VIC-2024-KA-0171
FIR-2024-KA-0826,VIC-2024-KA-0524
FIR-2026-KA-0827,VIC-2024-KA-1176
FIR-2025-KA-0828,VIC-2024-KA-1251
FIR-2026-KA-0829,VIC-2024-KA-1464
FIR-2026-KA-0830,VIC-2024-KA-1365
FIR-2026-KA-0831,VIC-2024-KA-0357
FIR-2024-KA-0832,VIC-2024-KA-1337
FIR-2025-KA-0833,VIC-2024-KA-0144
FIR-2026-KA-0834,VIC-2024-KA-0651
FIR-2023-KA-0835,VIC-2024-KA-0741
FIR-2025-KA-0836,VIC-2024-KA-0894
FIR-2025-KA-0837,VIC-2024-KA-0218
FIR-2025-KA-0838,VIC-2024-KA-0458
FIR-2023-KA-0839,VIC-2024-KA-1344
FIR-2024-KA-0840,VIC-2024-KA-1005
FIR-2023-KA-0841,VIC-2024-KA-0999
FIR-2025-KA-0842,VIC-2024-KA-1169
FIR-2026-KA-0843,VIC-2024-KA-0937
FIR-2024-KA-0844,VIC-2024-KA-0842
FIR-2025-KA-0845,VIC-2024-KA-0335
FIR-2026-KA-0846,VIC-2024-KA-0180
FIR-2024-KA-0847,VIC-2024-KA-0680
FIR-2025-KA-0848,VIC-2024-KA-0536
FIR-2026-KA-0849,VIC-2024-KA-1111
FIR-2025-KA-0850,VIC-2024-KA-1022
FIR-2025-KA-0851,VIC-2024-KA-0777
FIR-2026-KA-0852,VIC-2024-KA-1051
FIR-2024-KA-0853,VIC-2024-KA-1324
FIR-2026-KA-0854,VIC-2024-KA-1127
FIR-2023-KA-0855,VIC-2024-KA-0258
FIR-2024-KA-0856,VIC-2024-KA-0359
FIR-2026-KA-0857,VIC-2024-KA-1274
FIR-2023-KA-0858,VIC-2024-KA-1071
FIR-2025-KA-0859,VIC-2024-KA-0501
FIR-2023-KA-0860,VIC-2024-KA-0202
FIR-2025-KA-0861,VIC-2024-KA-0183
FIR-2026-KA-0862,VIC-2024-KA-0893
FIR-2025-KA-0863,VIC-2024-KA-1051
FIR-2026-KA-0864,VIC-2024-KA-1480
FIR-2026-KA-0865,VIC-2024-KA-0356
FIR-2026-KA-0866,VIC-2024-KA-0555
FIR-2026-KA-0867,VIC-2024-KA-1478
FIR-2023-KA-0868,VIC-2024-KA-0979
FIR-2023-KA-0869,VIC-2024-KA-1289
FIR-2025-KA-0870,VIC-2024-KA-0146
FIR-2026-KA-0871,VIC-2024-KA-1492
FIR-2026-KA-0872,VIC-2024-KA-0098
FIR-2024-KA-0873,VIC-2024-KA-0385
FIR-2025-KA-0874,VIC-2024-KA-0605
FIR-2025-KA-0875,VIC-2024-KA-0050
FIR-2026-KA-0876,VIC-2024-KA-0313
FIR-2023-KA-0877,VIC-2024-KA-1108
FIR-2025-KA-0878,VIC-2024-KA-0610
FIR-2024-KA-0879,VIC-2024-KA-1321
FIR-2023-KA-0880,VIC-2024-KA-0417
FIR-2024-KA-0881,VIC-2024-KA-0063
FIR-2023-KA-0882,VIC-2024-KA-1119
FIR-2024-KA-0883,VIC-2024-KA-0447
FIR-2023-KA-0884,VIC-2024-KA-0763
FIR-2026-KA-0885,VIC-2024-KA-0548
FIR-2023-KA-0886,VIC-2024-KA-0965
FIR-2026-KA-0887,VIC-2024-KA-0543
FIR-2023-KA-0888,VIC-2024-KA-0096
FIR-2026-KA-0889,VIC-2024-KA-1401
FIR-2026-KA-0890,VIC-2024-KA-0187
FIR-2026-KA-0891,VIC-2024-KA-0685
FIR-2025-KA-0892,VIC-2024-KA-1173
FIR-2023-KA-0893,VIC-2024-KA-1130
FIR-2023-KA-0894,VIC-2024-KA-1467
FIR-2023-KA-0895,VIC-2024-KA-1037
FIR-2023-KA-0896,VIC-2024-KA-0386
FIR-2026-KA-0897,VIC-2024-KA-0416
FIR-2024-KA-0898,VIC-2024-KA-0575
FIR-2026-KA-0899,VIC-2024-KA-0411
FIR-2024-KA-0900,VIC-2024-KA-0410
FIR-2026-KA-0901,VIC-2024-KA-0555
FIR-2026-KA-0902,VIC-2024-KA-0535
FIR-2023-KA-0903,VIC-2024-KA-0746
FIR-2024-KA-0904,VIC-2024-KA-1309
FIR-2024-KA-0905,VIC-2024-KA-0805
FIR-2024-KA-0906,VIC-2024-KA-0226
FIR-2025-KA-0907,VIC-2024-KA-1086
FIR-2023-KA-0908,VIC-2024-KA-0776
FIR-2023-KA-0909,VIC-2024-KA-0698
FIR-2025-KA-0910,VIC-2024-KA-0319
FIR-2024-KA-0911,VIC-2024-KA-0887
FIR-2026-KA-0912,VIC-2024-KA-0867
FIR-2023-KA-0913,VIC-2024-KA-0466
FIR-2023-KA-0914,VIC-2024-KA-0436
FIR-2025-KA-0915,VIC-2024-KA-0909
FIR-2023-KA-0916,VIC-2024-KA-1356
FIR-2023-KA-0917,VIC-2024-KA-0157
FIR-2026-KA-0918,VIC-2024-KA-0918
FIR-2024-KA-0919,VIC-2024-KA-0170
FIR-2023-KA-0920,VIC-2024-KA-0600
FIR-2024-KA-0921,VIC-2024-KA-1389
FIR-2024-KA-0922,VIC-2024-KA-1444
FIR-2026-KA-0923,VIC-2024-KA-1292
FIR-2023-KA-0924,VIC-2024-KA-0164
FIR-2024-KA-0925,VIC-2024-KA-0402
FIR-2025-KA-0926,VIC-2024-KA-1498
FIR-2024-KA-0927,VIC-2024-KA-0086
FIR-2023-KA-0928,VIC-2024-KA-0861
FIR-2023-KA-0929,VIC-2024-KA-0328
FIR-2026-KA-0930,VIC-2024-KA-1404
FIR-2025-KA-0931,VIC-2024-KA-0098
FIR-2024-KA-0932,VIC-2024-KA-1179
FIR-2024-KA-0933,VIC-2024-KA-0865
FIR-2023-KA-0934,VIC-2024-KA-0968
FIR-2025-KA-0935,VIC-2024-KA-1146
FIR-2025-KA-0936,VIC-2024-KA-1406
FIR-2025-KA-0937,VIC-2024-KA-0835
FIR-2025-KA-0938,VIC-2024-KA-0510
FIR-2026-KA-0939,VIC-2024-KA-0877
FIR-2024-KA-0940,VIC-2024-KA-0252
FIR-2026-KA-0941,VIC-2024-KA-0143
FIR-2023-KA-0942,VIC-2024-KA-0582
FIR-2025-KA-0943,VIC-2024-KA-0191
FIR-2025-KA-0944,VIC-2024-KA-1406
FIR-2023-KA-0945,VIC-2024-KA-1272
FIR-2023-KA-0946,VIC-2024-KA-0803
FIR-2023-KA-0947,VIC-2024-KA-0505
FIR-2026-KA-0948,VIC-2024-KA-0873
FIR-2026-KA-0949,VIC-2024-KA-1042
FIR-2024-KA-0950,VIC-2024-KA-0995
FIR-2024-KA-0951,VIC-2024-KA-1034
FIR-2023-KA-0952,VIC-2024-KA-1032
FIR-2024-KA-0953,VIC-2024-KA-0147
FIR-2024-KA-0954,VIC-2024-KA-0580
FIR-2025-KA-0955,VIC-2024-KA-0804
FIR-2025-KA-0956,VIC-2024-KA-0372
FIR-2026-KA-0957,VIC-2024-KA-1478
FIR-2026-KA-0958,VIC-2024-KA-1442
FIR-2025-KA-0959,VIC-2024-KA-1219
FIR-2024-KA-0960,VIC-2024-KA-1158
FIR-2025-KA-0961,VIC-2024-KA-1238
FIR-2025-KA-0962,VIC-2024-KA-1412
FIR-2026-KA-0963,VIC-2024-KA-0252
FIR-2023-KA-0964,VIC-2024-KA-0579
FIR-2024-KA-0965,VIC-2024-KA-0786
FIR-2025-KA-0966,VIC-2024-KA-0369
FIR-2023-KA-0967,VIC-2024-KA-0964
FIR-2023-KA-0968,VIC-2024-KA-0573
FIR-2025-KA-0969,VIC-2024-KA-0638
FIR-2026-KA-0970,VIC-2024-KA-0397
FIR-2024-KA-0971,VIC-2024-KA-1150
FIR-2026-KA-0972,VIC-2024-KA-0079
FIR-2025-KA-0973,VIC-2024-KA-0531
FIR-2024-KA-0974,VIC-2024-KA-1331
FIR-2024-KA-0975,VIC-2024-KA-1175
FIR-2025-KA-0976,VIC-2024-KA-0811
FIR-2026-KA-0977,VIC-2024-KA-1231
FIR-2024-KA-0978,VIC-2024-KA-0924
FIR-2023-KA-0979,VIC-2024-KA-0486
FIR-2025-KA-0980,VIC-2024-KA-1065
FIR-2025-KA-0981,VIC-2024-KA-0829
FIR-2023-KA-0982,VIC-2024-KA-0440
FIR-2023-KA-0983,VIC-2024-KA-1219
FIR-2026-KA-0984,VIC-2024-KA-0540
FIR-2023-KA-0985,VIC-2024-KA-0128
FIR-2023-KA-0986,VIC-2024-KA-1261
FIR-2024-KA-0987,VIC-2024-KA-0680
FIR-2024-KA-0988,VIC-2024-KA-0713
FIR-2025-KA-0989,VIC-2024-KA-1115
FIR-2025-KA-0990,VIC-2024-KA-0870
FIR-2025-KA-0991,VIC-2024-KA-0942
FIR-2026-KA-0992,VIC-2024-KA-1003
FIR-2026-KA-0993,VIC-2024-KA-0434
FIR-2024-KA-0994,VIC-2024-KA-0285
FIR-2023-KA-0995,VIC-2024-KA-0339
FIR-2026-KA-0996,VIC-2024-KA-1166
FIR-2024-KA-0997,VIC-2024-KA-0098
FIR-2025-KA-0998,VIC-2024-KA-0270
FIR-2024-KA-0999,VIC-2024-KA-1422
FIR-2024-KA-1000,VIC-2024-KA-1397
FIR-2023-KA-1001,VIC-2024-KA-0632
FIR-2024-KA-1002,VIC-2024-KA-0737
FIR-2025-KA-1003,VIC-2024-KA-0901
FIR-2025-KA-1004,VIC-2024-KA-0733
FIR-2026-KA-1005,VIC-2024-KA-0684
FIR-2025-KA-1006,VIC-2024-KA-0041
FIR-2025-KA-1007,VIC-2024-KA-0273
FIR-2024-KA-1008,VIC-2024-KA-1167
FIR-2026-KA-1009,VIC-2024-KA-0792
FIR-2024-KA-1010,VIC-2024-KA-0096
FIR-2026-KA-1011,VIC-2024-KA-0859
FIR-2026-KA-1012,VIC-2024-KA-1159
FIR-2025-KA-1013,VIC-2024-KA-0533
FIR-2023-KA-1014,VIC-2024-KA-0066
FIR-2025-KA-1015,VIC-2024-KA-0379
FIR-2025-KA-1016,VIC-2024-KA-0379
FIR-2025-KA-1017,VIC-2024-KA-0762
FIR-2025-KA-1018,VIC-2024-KA-0534
FIR-2024-KA-1019,VIC-2024-KA-0516
FIR-2023-KA-1020,VIC-2024-KA-0166
FIR-2024-KA-1021,VIC-2024-KA-0986
FIR-2024-KA-1022,VIC-2024-KA-0882
FIR-2023-KA-1023,VIC-2024-KA-1184
FIR-2025-KA-1024,VIC-2024-KA-1123
FIR-2023-KA-1025,VIC-2024-KA-0416
FIR-2023-KA-1026,VIC-2024-KA-0490
FIR-2025-KA-1027,VIC-2024-KA-0450
FIR-2026-KA-1028,VIC-2024-KA-0107
FIR-2024-KA-1029,VIC-2024-KA-0853
FIR-2026-KA-1030,VIC-2024-KA-0863
FIR-2026-KA-1031,VIC-2024-KA-0061
FIR-2023-KA-1032,VIC-2024-KA-0307
FIR-2025-KA-1033,VIC-2024-KA-0677
FIR-2024-KA-1034,VIC-2024-KA-1219
FIR-2025-KA-1035,VIC-2024-KA-0536
FIR-2024-KA-1036,VIC-2024-KA-0399
FIR-2025-KA-1037,VIC-2024-KA-0143
FIR-2023-KA-1038,VIC-2024-KA-0180
FIR-2024-KA-1039,VIC-2024-KA-0875
FIR-2026-KA-1040,VIC-2024-KA-1330
FIR-2024-KA-1041,VIC-2024-KA-0378
FIR-2024-KA-1042,VIC-2024-KA-0937
FIR-2024-KA-1043,VIC-2024-KA-1037
FIR-2025-KA-1044,VIC-2024-KA-0993
FIR-2025-KA-1045,VIC-2024-KA-1420
FIR-2025-KA-1046,VIC-2024-KA-0341
FIR-2023-KA-1047,VIC-2024-KA-0277
FIR-2025-KA-1048,VIC-2024-KA-0194
FIR-2024-KA-1049,VIC-2024-KA-0322
FIR-2026-KA-1050,VIC-2024-KA-0517
FIR-2023-KA-1051,VIC-2024-KA-0541
FIR-2025-KA-1052,VIC-2024-KA-1179
FIR-2025-KA-1053,VIC-2024-KA-1194
FIR-2024-KA-1054,VIC-2024-KA-1295
FIR-2026-KA-1055,VIC-2024-KA-0837
FIR-2024-KA-1056,VIC-2024-KA-0307
FIR-2023-KA-1057,VIC-2024-KA-0301
FIR-2026-KA-1058,VIC-2024-KA-1140
FIR-2026-KA-1059,VIC-2024-KA-1121
FIR-2026-KA-1060,VIC-2024-KA-0072
FIR-2024-KA-1061,VIC-2024-KA-1421
FIR-2025-KA-1062,VIC-2024-KA-0279
FIR-2023-KA-1063,VIC-2024-KA-0916
FIR-2024-KA-1064,VIC-2024-KA-1101
FIR-2025-KA-1065,VIC-2024-KA-0038
FIR-2024-KA-1066,VIC-2024-KA-0819
FIR-2024-KA-1067,VIC-2024-KA-1032
FIR-2024-KA-1068,VIC-2024-KA-0967
FIR-2023-KA-1069,VIC-2024-KA-0057
FIR-2025-KA-1070,VIC-2024-KA-0777
FIR-2024-KA-1071,VIC-2024-KA-0985
FIR-2026-KA-1072,VIC-2024-KA-0576
FIR-2023-KA-1073,VIC-2024-KA-0913
FIR-2025-KA-1074,VIC-2024-KA-0742
FIR-2023-KA-1075,VIC-2024-KA-0911
