fir_id,accused_id,role
FIR-2026-KA-0958,ACC-2024-KA-0872,primary
FIR-2025-KA-0959,ACC-2024-KA-0504,associate
FIR-2025-KA-0959,ACC-2024-KA-1342,primary
FIR-2024-KA-0960,ACC-2024-KA-0934,associate
FIR-2024-KA-0960,ACC-2024-KA-0605,primary
FIR-2025-KA-0961,ACC-2024-KA-0600,primary
FIR-2025-KA-0961,ACC-2024-KA-0980,associate
FIR-2025-KA-0962,ACC-2024-KA-0344,associate
FIR-2026-KA-0963,ACC-2024-KA-0826,primary
FIR-2026-KA-0963,ACC-2024-KA-0536,primary
FIR-2023-KA-0964,ACC-2024-KA-0346,associate
FIR-2024-KA-0965,ACC-2024-KA-1421,associate
FIR-2025-KA-0966,ACC-2024-KA-1484,associate
FIR-2023-KA-0967,ACC-2024-KA-1765,primary
FIR-2023-KA-0967,ACC-2024-KA-1220,primary
FIR-2023-KA-0968,ACC-2024-KA-1977,primary
FIR-2025-KA-0969,ACC-2024-KA-1459,primary
FIR-2025-KA-0969,ACC-2024-KA-0048,primary
FIR-2026-KA-0970,ACC-2024-KA-1406,associate
FIR-2024-KA-0971,ACC-2024-KA-0340,associate
FIR-2026-KA-0972,ACC-2024-KA-0031,associate
FIR-2026-KA-0972,ACC-2024-KA-0049,primary
FIR-2025-KA-0973,ACC-2024-KA-0274,primary
FIR-2024-KA-0974,ACC-2024-KA-1483,associate
FIR-2024-KA-0974,ACC-2024-KA-0414,primary
FIR-2024-KA-0975,ACC-2024-KA-1384,associate
FIR-2024-KA-0975,ACC-2024-KA-1396,associate
FIR-2025-KA-0976,ACC-2024-KA-1658,associate
FIR-2025-KA-0976,ACC-2024-KA-0414,associate
FIR-2026-KA-0977,ACC-2024-KA-1253,primary
FIR-2026-KA-0977,ACC-2024-KA-1423,associate
FIR-2024-KA-0978,ACC-2024-KA-0520,associate
FIR-2024-KA-0978,ACC-2024-KA-0199,associate
FIR-2023-KA-0979,ACC-2024-KA-1279,associate
FIR-2025-KA-0980,ACC-2024-KA-1337,primary
FIR-2025-KA-0981,ACC-2024-KA-1946,primary
FIR-2025-KA-0981,ACC-2024-KA-0446,primary
FIR-2023-KA-0982,ACC-2024-KA-1378,associate
FIR-2023-KA-0982,ACC-2024-KA-0756,associate
FIR-2023-KA-0983,ACC-2024-KA-1937,primary
FIR-2026-KA-0984,ACC-2024-KA-0996,associate
FIR-2026-KA-0984,ACC-2024-KA-0926,primary
FIR-2023-KA-0985,ACC-2024-KA-0674,associate
FIR-2023-KA-0985,ACC-2024-KA-1928,associate
FIR-2023-KA-0986,ACC-2024-KA-1503,associate
FIR-2023-KA-0986,ACC-2024-KA-1867,primary
FIR-2024-KA-0987,ACC-2024-KA-1123,associate
FIR-2024-KA-0987,ACC-2024-KA-0020,associate
FIR-2024-KA-0988,ACC-2024-KA-1841,associate
FIR-2025-KA-0989,ACC-2024-KA-0008,primary
FIR-2025-KA-0989,ACC-2024-KA-1959,associate
FIR-2025-KA-0990,ACC-2024-KA-1053,primary
FIR-2025-KA-0990,ACC-2024-KA-1156,primary
FIR-2025-KA-0991,ACC-2024-KA-0688,associate
FIR-2026-KA-0992,ACC-2024-KA-1467,primary
FIR-2026-KA-0992,ACC-2024-KA-1317,primary
FIR-2026-KA-0993,ACC-2024-KA-1107,associate
FIR-2024-KA-0994,ACC-2024-KA-1402,primary
FIR-2023-KA-0995,ACC-2024-KA-1084,associate
FIR-2023-KA-0995,ACC-2024-KA-0371,associate
FIR-2026-KA-0996,ACC-2024-KA-0437,associate
FIR-2024-KA-0997,ACC-2024-KA-0129,primary
FIR-2025-KA-0998,ACC-2024-KA-1306,associate
FIR-2025-KA-0998,ACC-2024-KA-1216,associate
FIR-2024-KA-0999,ACC-2024-KA-1226,associate
FIR-2024-KA-1000,ACC-2024-KA-0699,primary
FIR-2023-KA-1001,ACC-2024-KA-0300,associate
FIR-2024-KA-1002,ACC-2024-KA-1344,associate
FIR-2024-KA-1002,ACC-2024-KA-1068,primary
FIR-2025-KA-1003,ACC-2024-KA-0803,primary
FIR-2025-KA-1003,ACC-2024-KA-1734,primary
FIR-2025-KA-1004,ACC-2024-KA-0058,associate
FIR-2026-KA-1005,ACC-2024-KA-0562,primary
FIR-2025-KA-1006,ACC-2024-KA-0102,primary
FIR-2025-KA-1007,ACC-2024-KA-1875,associate
FIR-2024-KA-1008,ACC-2024-KA-0115,primary
FIR-2024-KA-1008,ACC-2024-KA-0652,associate
FIR-2026-KA-1009,ACC-2024-KA-0441,associate
FIR-2024-KA-1010,ACC-2024-KA-1385,primary
FIR-2024-KA-1010,ACC-2024-KA-1533,primary
FIR-2026-KA-1011,ACC-2024-KA-1307,primary
FIR-2026-KA-1011,ACC-2024-KA-1530,primary
FIR-2026-KA-1012,ACC-2024-KA-0928,primary
FIR-2026-KA-1012,ACC-2024-KA-1436,associate
FIR-2025-KA-1013,ACC-2024-KA-1846,associate
FIR-2025-KA-1013,ACC-2024-KA-0001,associate
FIR-2023-KA-1014,ACC-2024-KA-0402,associate
FIR-2023-KA-1014,ACC-2024-KA-0812,associate
FIR-2025-KA-1015,ACC-2024-KA-0534,primary
FIR-2025-KA-1015,ACC-2024-KA-1635,primary
FIR-2025-KA-1016,ACC-2024-KA-1652,associate
FIR-2025-KA-1017,ACC-2024-KA-1232,primary
FIR-2025-KA-1018,ACC-2024-KA-1072,primary
FIR-2024-KA-1019,ACC-2024-KA-0256,primary
FIR-2024-KA-1019,ACC-2024-KA-0525,associate
FIR-2023-KA-1020,ACC-2024-KA-1228,associate
FIR-2023-KA-1020,ACC-2024-KA-1031,associate
FIR-2024-KA-1021,ACC-2024-KA-1659,primary
FIR-2024-KA-1022,ACC-2024-KA-0339,associate
FIR-2024-KA-1022,ACC-2024-KA-0465,associate
FIR-2023-KA-1023,ACC-2024-KA-0255,associate
FIR-2023-KA-1023,ACC-2024-KA-1487,primary
FIR-2025-KA-1024,ACC-2024-KA-1710,associate
FIR-2023-KA-1025,ACC-2024-KA-1771,primary
FIR-2023-KA-1025,ACC-2024-KA-1503,associate
FIR-2023-KA-1026,ACC-2024-KA-1041,primary
FIR-2023-KA-1026,ACC-2024-KA-0222,associate
FIR-2025-KA-1027,ACC-2024-KA-1531,primary
FIR-2025-KA-1027,ACC-2024-KA-0092,primary
FIR-2026-KA-1028,ACC-2024-KA-0966,primary
FIR-2024-KA-1029,ACC-2024-KA-0232,associate
FIR-2026-KA-1030,ACC-2024-KA-1661,primary
FIR-2026-KA-1030,ACC-2024-KA-1471,associate
FIR-2026-KA-1031,ACC-2024-KA-1326,primary
FIR-2023-KA-1032,ACC-2024-KA-0654,primary
FIR-2023-KA-1032,ACC-2024-KA-1238,associate
FIR-2025-KA-1033,ACC-2024-KA-0569,associate
FIR-2025-KA-1033,ACC-2024-KA-1464,primary
FIR-2024-KA-1034,ACC-2024-KA-0114,primary
FIR-2024-KA-1034,ACC-2024-KA-0065,associate
FIR-2025-KA-1035,ACC-2024-KA-1002,primary
FIR-2025-KA-1035,ACC-2024-KA-1913,associate
FIR-2024-KA-1036,ACC-2024-KA-1829,primary
FIR-2024-KA-1036,ACC-2024-KA-1787,primary
FIR-2025-KA-1037,ACC-2024-KA-1687,associate
FIR-2023-KA-1038,ACC-2024-KA-0486,associate
FIR-2023-KA-1038,ACC-2024-KA-0568,primary
FIR-2024-KA-1039,ACC-2024-KA-1616,associate
FIR-2024-KA-1039,ACC-2024-KA-1906,primary
FIR-2026-KA-1040,ACC-2024-KA-0349,primary
FIR-2024-KA-1041,ACC-2024-KA-1300,primary
FIR-2024-KA-1041,ACC-2024-KA-1309,primary
FIR-2024-KA-1042,ACC-2024-KA-0094,primary
FIR-2024-KA-1043,ACC-2024-KA-0838,associate
FIR-2024-KA-1043,ACC-2024-KA-1054,primary
FIR-2025-KA-1044,ACC-2024-KA-0401,associate
FIR-2025-KA-1045,ACC-2024-KA-1076,associate
FIR-2025-KA-1045,ACC-2024-KA-0916,associate
FIR-2025-KA-1046,ACC-2024-KA-0361,primary
FIR-2025-KA-1046,ACC-2024-KA-0787,primary
FIR-2023-KA-1047,ACC-2024-KA-0531,primary
FIR-2025-KA-1048,ACC-2024-KA-1173,primary
FIR-2025-KA-1048,ACC-2024-KA-1904,primary
FIR-2024-KA-1049,ACC-2024-KA-0336,associate
FIR-2026-KA-1050,ACC-2024-KA-0825,primary
FIR-2026-KA-1050,ACC-2024-KA-0921,primary
FIR-2023-KA-1051,ACC-2024-KA-1267,primary
FIR-2025-KA-1052,ACC-2024-KA-0642,primary
FIR-2025-KA-1052,ACC-2024-KA-0994,associate
FIR-2025-KA-1053,ACC-2024-KA-1920,primary
FIR-2024-KA-1054,ACC-2024-KA-0231,primary
FIR-2024-KA-1054,ACC-2024-KA-0759,associate
FIR-2026-KA-1055,ACC-2024-KA-0085,primary
FIR-2026-KA-1055,ACC-2024-KA-0201,primary
FIR-2024-KA-1056,ACC-2024-KA-0009,associate
FIR-2023-KA-1057,ACC-2024-KA-1157,primary
FIR-2023-KA-1057,ACC-2024-KA-1401,primary
FIR-2026-KA-1058,ACC-2024-KA-0471,associate
FIR-2026-KA-1058,ACC-2024-KA-1617,primary
FIR-2026-KA-1059,ACC-2024-KA-1034,primary
FIR-2026-KA-1059,ACC-2024-KA-0878,primary
FIR-2026-KA-1060,ACC-2024-KA-0550,primary
FIR-2026-KA-1060,ACC-2024-KA-0066,primary
FIR-2024-KA-1061,ACC-2024-KA-1242,primary
FIR-2025-KA-1062,ACC-2024-KA-0767,primary
FIR-2025-KA-1062,ACC-2024-KA-1971,primary
FIR-2023-KA-1063,ACC-2024-KA-0683,primary
FIR-2024-KA-1064,ACC-2024-KA-0968,primary
FIR-2024-KA-1064,ACC-2024-KA-1417,primary
FIR-2025-KA-1065,ACC-2024-KA-0071,primary
FIR-2025-KA-1065,ACC-2024-KA-0218,associate
FIR-2024-KA-1066,ACC-2024-KA-1238,associate
FIR-2024-KA-1067,ACC-2024-KA-1801,primary
FIR-2024-KA-1067,ACC-2024-KA-1935,primary
FIR-2024-KA-1068,ACC-2024-KA-1830,associate
FIR-2024-KA-1068,ACC-2024-KA-1627,primary
FIR-2023-KA-1069,ACC-2024-KA-0866,primary
FIR-2023-KA-1069,ACC-2024-KA-0078,associate
FIR-2025-KA-1070,ACC-2024-KA-1962,associate
FIR-2025-KA-1070,ACC-2024-KA-1255,primary
FIR-2024-KA-1071,ACC-2024-KA-0678,associate
FIR-2024-KA-1071,ACC-2024-KA-1751,associate
FIR-2026-KA-1072,ACC-2024-KA-1510,primary
FIR-2023-KA-1073,ACC-2024-KA-1215,primary
FIR-2023-KA-1073,ACC-2024-KA-0870,primary
FIR-2025-KA-1074,ACC-2024-KA-0148,primary
FIR-2025-KA-1074,ACC-2024-KA-0370,associate
FIR-2023-KA-1075,ACC-2024-KA-1984,associate
FIR-2023-KA-1075,ACC-2024-KA-0624,associate
FIR-2023-KA-1076,ACC-2024-KA-0444,primary
FIR-2023-KA-1077,ACC-2024-KA-1481,primary
FIR-2023-KA-1077,ACC-2024-KA-1696,primary
FIR-2025-KA-1078,ACC-2024-KA-1296,associate
FIR-2025-KA-1078,ACC-2024-KA-0315,primary
FIR-2026-KA-1079,ACC-2024-KA-0376,primary
FIR-2025-KA-1080,ACC-2024-KA-1770,associate
FIR-2024-KA-1081,ACC-2024-KA-1671,primary
FIR-2023-KA-1082,ACC-2024-KA-1822,associate
FIR-2023-KA-1082,ACC-2024-KA-0981,primary
FIR-2026-KA-1083,ACC-2024-KA-1234,associate
FIR-2024-KA-1084,ACC-2024-KA-1101,primary
FIR-2024-KA-1084,ACC-2024-KA-0410,primary
FIR-2024-KA-1085,ACC-2024-KA-0308,primary
FIR-2024-KA-1085,ACC-2024-KA-0833,associate
FIR-2024-KA-1086,ACC-2024-KA-0450,associate
FIR-2024-KA-1086,ACC-2024-KA-0270,associate
FIR-2025-KA-1087,ACC-2024-KA-1296,associate
FIR-2026-KA-1088,ACC-2024-KA-1161,associate
FIR-2026-KA-1088,ACC-2024-KA-0696,primary
FIR-2025-KA-1089,ACC-2024-KA-0453,primary
FIR-2026-KA-1090,ACC-2024-KA-0015,primary
FIR-2026-KA-1090,ACC-2024-KA-0424,associate
FIR-2025-KA-1091,ACC-2024-KA-0652,primary
FIR-2025-KA-1091,ACC-2024-KA-1727,associate
FIR-2024-KA-1092,ACC-2024-KA-1779,primary
FIR-2024-KA-1092,ACC-2024-KA-1493,primary
FIR-2024-KA-1093,ACC-2024-KA-0484,primary
FIR-2024-KA-1093,ACC-2024-KA-0344,associate
FIR-2023-KA-1094,ACC-2024-KA-0294,primary
FIR-2023-KA-1094,ACC-2024-KA-0464,associate
FIR-2025-KA-1095,ACC-2024-KA-0891,associate
FIR-2025-KA-1095,ACC-2024-KA-1593,primary
FIR-2025-KA-1096,ACC-2024-KA-0293,primary
FIR-2025-KA-1097,ACC-2024-KA-0211,associate
FIR-2025-KA-1097,ACC-2024-KA-1905,associate
FIR-2026-KA-1098,ACC-2024-KA-0931,primary
FIR-2026-KA-1098,ACC-2024-KA-1498,primary
FIR-2025-KA-1099,ACC-2024-KA-1940,associate
FIR-2025-KA-1099,ACC-2024-KA-1104,associate
FIR-2023-KA-1100,ACC-2024-KA-0279,associate
FIR-2023-KA-1100,ACC-2024-KA-1080,primary
FIR-2026-KA-1101,ACC-2024-KA-1457,primary
FIR-2025-KA-1102,ACC-2024-KA-1685,primary
FIR-2024-KA-1103,ACC-2024-KA-0317,associate
FIR-2025-KA-1104,ACC-2024-KA-1651,primary
FIR-2024-KA-1105,ACC-2024-KA-0928,associate
FIR-2024-KA-1105,ACC-2024-KA-1865,associate
FIR-2026-KA-1106,ACC-2024-KA-1678,associate
FIR-2026-KA-1107,ACC-2024-KA-1248,associate
FIR-2025-KA-1108,ACC-2024-KA-1957,associate
FIR-2025-KA-1109,ACC-2024-KA-0912,primary
FIR-2025-KA-1110,ACC-2024-KA-0790,associate
FIR-2025-KA-1110,ACC-2024-KA-0707,primary
FIR-2023-KA-1111,ACC-2024-KA-1746,primary
FIR-2025-KA-1112,ACC-2024-KA-0899,associate
FIR-2023-KA-1113,ACC-2024-KA-0370,associate
FIR-2023-KA-1113,ACC-2024-KA-0685,primary
FIR-2023-KA-1114,ACC-2024-KA-0505,primary
FIR-2026-KA-1115,ACC-2024-KA-0985,primary
FIR-2023-KA-1116,ACC-2024-KA-1857,associate
FIR-2023-KA-1116,ACC-2024-KA-1104,primary
FIR-2024-KA-1117,ACC-2024-KA-1281,primary
FIR-2024-KA-1117,ACC-2024-KA-0537,primary
FIR-2023-KA-1118,ACC-2024-KA-1935,primary
FIR-2025-KA-1119,ACC-2024-KA-0073,primary
FIR-2025-KA-1119,ACC-2024-KA-0035,primary
FIR-2023-KA-1120,ACC-2024-KA-0727,associate
FIR-2024-KA-1121,ACC-2024-KA-0949,associate
FIR-2025-KA-1122,ACC-2024-KA-1645,primary
FIR-2025-KA-1122,ACC-2024-KA-0999,associate
FIR-2025-KA-1123,ACC-2024-KA-1557,associate
FIR-2024-KA-1124,ACC-2024-KA-0477,primary
FIR-2024-KA-1124,ACC-2024-KA-1447,associate
FIR-2026-KA-1125,ACC-2024-KA-1569,associate
FIR-2026-KA-1125,ACC-2024-KA-0901,primary
FIR-2024-KA-1126,ACC-2024-KA-0424,primary
FIR-2023-KA-1127,ACC-2024-KA-1784,associate
FIR-2023-KA-1127,ACC-2024-KA-1253,primary
FIR-2026-KA-1128,ACC-2024-KA-1794,primary
FIR-2026-KA-1128,ACC-2024-KA-0299,associate
FIR-2026-KA-1129,ACC-2024-KA-1413,primary
FIR-2026-KA-1130,ACC-2024-KA-0899,primary
FIR-2026-KA-1130,ACC-2024-KA-1310,primary
FIR-2023-KA-1131,ACC-2024-KA-1085,associate
FIR-2025-KA-1132,ACC-2024-KA-1262,associate
FIR-2025-KA-1133,ACC-2024-KA-0372,primary
FIR-2025-KA-1133,ACC-2024-KA-1484,associate
FIR-2024-KA-1134,ACC-2024-KA-1841,associate
FIR-2026-KA-1135,ACC-2024-KA-0358,associate
FIR-2025-KA-1136,ACC-2024-KA-1483,primary
FIR-2025-KA-1136,ACC-2024-KA-0997,associate
FIR-2023-KA-1137,ACC-2024-KA-1664,associate
FIR-2023-KA-1137,ACC-2024-KA-0839,associate
FIR-2023-KA-1138,ACC-2024-KA-1589,primary
FIR-2023-KA-1138,ACC-2024-KA-0655,associate
FIR-2023-KA-1139,ACC-2024-KA-0566,associate
FIR-2023-KA-1139,ACC-2024-KA-0138,associate
FIR-2026-KA-1140,ACC-2024-KA-1431,primary
FIR-2026-KA-1140,ACC-2024-KA-0259,primary
FIR-2026-KA-1141,ACC-2024-KA-0548,primary
FIR-2025-KA-1142,ACC-2024-KA-0091,primary
FIR-2025-KA-1142,ACC-2024-KA-1875,associate
FIR-2025-KA-1143,ACC-2024-KA-0396,primary
FIR-2024-KA-1144,ACC-2024-KA-1053,primary
FIR-2026-KA-1145,ACC-2024-KA-0207,associate
FIR-2026-KA-1145,ACC-2024-KA-1719,associate
FIR-2023-KA-1146,ACC-2024-KA-1053,associate
FIR-2023-KA-1146,ACC-2024-KA-1485,primary
FIR-2025-KA-1147,ACC-2024-KA-0499,associate
FIR-2025-KA-1147,ACC-2024-KA-0425,associate
FIR-2026-KA-1148,ACC-2024-KA-0609,associate
FIR-2024-KA-1149,ACC-2024-KA-1694,primary
FIR-2024-KA-1149,ACC-2024-KA-1378,primary
FIR-2024-KA-1150,ACC-2024-KA-1740,associate
FIR-2024-KA-1150,ACC-2024-KA-1189,associate
FIR-2023-KA-1151,ACC-2024-KA-1176,associate
FIR-2023-KA-1151,ACC-2024-KA-1972,primary
FIR-2026-KA-1152,ACC-2024-KA-0952,primary
FIR-2026-KA-1153,ACC-2024-KA-1770,associate
FIR-2026-KA-1153,ACC-2024-KA-0094,associate
FIR-2024-KA-1154,ACC-2024-KA-1373,associate
FIR-2024-KA-1154,ACC-2024-KA-0857,primary
FIR-2023-KA-1155,ACC-2024-KA-1691,primary
FIR-2023-KA-1155,ACC-2024-KA-0319,associate
FIR-2023-KA-1156,ACC-2024-KA-0477,primary
FIR-2025-KA-1157,ACC-2024-KA-1028,associate
FIR-2025-KA-1157,ACC-2024-KA-0474,primary
FIR-2026-KA-1158,ACC-2024-KA-1480,associate
FIR-2026-KA-1158,ACC-2024-KA-0314,primary
FIR-2026-KA-1159,ACC-2024-KA-0676,primary
FIR-2026-KA-1159,ACC-2024-KA-1483,associate
FIR-2026-KA-1160,ACC-2024-KA-1712,primary
FIR-2026-KA-1161,ACC-2024-KA-1550,associate
FIR-2026-KA-1161,ACC-2024-KA-1522,primary
FIR-2025-KA-1162,ACC-2024-KA-0926,associate
FIR-2025-KA-1162,ACC-2024-KA-0586,associate
FIR-2023-KA-1163,ACC-2024-KA-0016,associate
FIR-2023-KA-1163,ACC-2024-KA-0003,primary
FIR-2023-KA-1164,ACC-2024-KA-0728,primary
FIR-2023-KA-1165,ACC-2024-KA-0818,associate
FIR-2023-KA-1165,ACC-2024-KA-0743,primary
FIR-2023-KA-1166,ACC-2024-KA-0577,primary
FIR-2025-KA-1167,ACC-2024-KA-1457,associate
FIR-2025-KA-1168,ACC-2024-KA-1949,associate
FIR-2025-KA-1168,ACC-2024-KA-1868,associate
FIR-2025-KA-1169,ACC-2024-KA-0228,associate
FIR-2024-KA-1170,ACC-2024-KA-1899,primary
FIR-2026-KA-1171,ACC-2024-KA-0099,associate
FIR-2023-KA-1172,ACC-2024-KA-0103,associate
FIR-2026-KA-1173,ACC-2024-KA-0940,associate
FIR-2026-KA-1173,ACC-2024-KA-1776,associate
FIR-2023-KA-1174,ACC-2024-KA-1452,primary
FIR-2024-KA-1175,ACC-2024-KA-1195,associate
FIR-2024-KA-1176,ACC-2024-KA-0278,primary
FIR-2024-KA-1176,ACC-2024-KA-0031,associate
FIR-2025-KA-1177,ACC-2024-KA-0279,associate
FIR-2025-KA-1177,ACC-2024-KA-0835,associate
FIR-2023-KA-1178,ACC-2024-KA-0163,associate
FIR-2023-KA-1178,ACC-2024-KA-1779,associate
FIR-2026-KA-1179,ACC-2024-KA-0822,associate
FIR-2026-KA-1179,ACC-2024-KA-1493,associate
FIR-2024-KA-1180,ACC-2024-KA-0618,primary
FIR-2024-KA-1180,ACC-2024-KA-1512,primary
FIR-2026-KA-1181,ACC-2024-KA-1958,primary
FIR-2025-KA-1182,ACC-2024-KA-0809,associate
FIR-2025-KA-1182,ACC-2024-KA-1280,primary
FIR-2025-KA-1183,ACC-2024-KA-1294,associate
FIR-2025-KA-1183,ACC-2024-KA-1247,primary
FIR-2026-KA-1184,ACC-2024-KA-1945,primary
FIR-2026-KA-1184,ACC-2024-KA-1555,primary
FIR-2026-KA-1185,ACC-2024-KA-0569,associate
FIR-2023-KA-1186,ACC-2024-KA-0986,associate
FIR-2023-KA-1186,ACC-2024-KA-1929,primary
FIR-2026-KA-1187,ACC-2024-KA-0336,associate
FIR-2024-KA-1188,ACC-2024-KA-1739,primary
FIR-2026-KA-1189,ACC-2024-KA-0671,associate
FIR-2026-KA-1189,ACC-2024-KA-1541,primary
FIR-2023-KA-1190,ACC-2024-KA-1553,primary
FIR-2024-KA-1191,ACC-2024-KA-0172,associate
FIR-2024-KA-1191,ACC-2024-KA-0408,associate
FIR-2025-KA-1192,ACC-2024-KA-1428,primary
FIR-2025-KA-1192,ACC-2024-KA-0887,primary
FIR-2025-KA-1193,ACC-2024-KA-1702,associate
FIR-2025-KA-1193,ACC-2024-KA-1060,primary
FIR-2024-KA-1194,ACC-2024-KA-1243,associate
FIR-2024-KA-1195,ACC-2024-KA-0817,primary
FIR-2024-KA-1195,ACC-2024-KA-1081,associate
FIR-2025-KA-1196,ACC-2024-KA-1613,primary
FIR-2025-KA-1196,ACC-2024-KA-0241,associate
FIR-2026-KA-1197,ACC-2024-KA-1803,primary
FIR-2024-KA-1198,ACC-2024-KA-1231,associate
FIR-2024-KA-1198,ACC-2024-KA-1438,associate
FIR-2026-KA-1199,ACC-2024-KA-0287,primary
FIR-2026-KA-1199,ACC-2024-KA-1556,primary
FIR-2025-KA-1200,ACC-2024-KA-0394,associate
FIR-2024-KA-1201,ACC-2024-KA-0353,primary
FIR-2023-KA-1202,ACC-2024-KA-1503,associate
FIR-2023-KA-1202,ACC-2024-KA-1794,associate
FIR-2026-KA-1203,ACC-2024-KA-0837,primary
FIR-2023-KA-1204,ACC-2024-KA-0217,primary
FIR-2023-KA-1204,ACC-2024-KA-1538,primary
FIR-2025-KA-1205,ACC-2024-KA-1440,primary
FIR-2025-KA-1205,ACC-2024-KA-1577,associate
FIR-2026-KA-1206,ACC-2024-KA-1301,associate
FIR-2026-KA-1206,ACC-2024-KA-1440,primary
FIR-2023-KA-1207,ACC-2024-KA-0918,primary
FIR-2023-KA-1208,ACC-2024-KA-1468,primary
FIR-2025-KA-1209,ACC-2024-KA-0668,associate
FIR-2026-KA-1210,ACC-2024-KA-1257,primary
FIR-2026-KA-1210,ACC-2024-KA-1706,primary
FIR-2026-KA-1211,ACC-2024-KA-0377,primary
FIR-2026-KA-1211,ACC-2024-KA-1144,primary
FIR-2026-KA-1212,ACC-2024-KA-0022,primary
FIR-2026-KA-1213,ACC-2024-KA-0510,primary
FIR-2026-KA-1213,ACC-2024-KA-0486,associate
FIR-2024-KA-1214,ACC-2024-KA-0893,associate
FIR-2025-KA-1215,ACC-2024-KA-0728,primary
FIR-2025-KA-1215,ACC-2024-KA-1109,associate
FIR-2024-KA-1216,ACC-2024-KA-1969,primary
FIR-2023-KA-1217,ACC-2024-KA-1121,primary
FIR-2025-KA-1218,ACC-2024-KA-0929,primary
FIR-2025-KA-1218,ACC-2024-KA-1668,associate
FIR-2024-KA-1219,ACC-2024-KA-1247,primary
FIR-2024-KA-1219,ACC-2024-KA-0938,primary
FIR-2023-KA-1220,ACC-2024-KA-1862,associate
FIR-2026-KA-1221,ACC-2024-KA-1269,primary
FIR-2026-KA-1221,ACC-2024-KA-0284,primary
FIR-2026-KA-1222,ACC-2024-KA-1334,associate
FIR-2025-KA-1223,ACC-2024-KA-0677,primary
FIR-2025-KA-1223,ACC-2024-KA-1502,primary
FIR-2025-KA-1224,ACC-2024-KA-1557,associate
FIR-2025-KA-1224,ACC-2024-KA-1620,primary
FIR-2025-KA-1225,ACC-2024-KA-0210,associate
FIR-2023-KA-1226,ACC-2024-KA-1870,primary
FIR-2023-KA-1227,ACC-2024-KA-1523,primary
FIR-2023-KA-1227,ACC-2024-KA-0090,associate
FIR-2026-KA-1228,ACC-2024-KA-1704,associate
FIR-2026-KA-1229,ACC-2024-KA-1441,primary
FIR-2026-KA-1229,ACC-2024-KA-0331,primary
FIR-2023-KA-1230,ACC-2024-KA-0580,associate
FIR-2023-KA-1230,ACC-2024-KA-0826,primary
FIR-2024-KA-1231,ACC-2024-KA-0039,associate
FIR-2023-KA-1232,ACC-2024-KA-0477,associate
FIR-2023-KA-1232,ACC-2024-KA-1958,associate
FIR-2024-KA-1233,ACC-2024-KA-1638,associate
FIR-2024-KA-1233,ACC-2024-KA-0867,primary
FIR-2024-KA-1234,ACC-2024-KA-1459,primary
FIR-2023-KA-1235,ACC-2024-KA-1482,primary
FIR-2023-KA-1235,ACC-2024-KA-1199,primary
FIR-2023-KA-1236,ACC-2024-KA-0527,associate
FIR-2023-KA-1236,ACC-2024-KA-1839,primary
FIR-2023-KA-1237,ACC-2024-KA-1038,associate
FIR-2025-KA-1238,ACC-2024-KA-1487,primary
FIR-2025-KA-1239,ACC-2024-KA-0725,associate
FIR-2023-KA-1240,ACC-2024-KA-0158,primary
FIR-2026-KA-1241,ACC-2024-KA-1845,primary
FIR-2024-KA-1242,ACC-2024-KA-1656,primary
FIR-2024-KA-1242,ACC-2024-KA-0742,primary
FIR-2024-KA-1243,ACC-2024-KA-0176,primary
FIR-2024-KA-1243,ACC-2024-KA-1120,primary
FIR-2026-KA-1244,ACC-2024-KA-0141,primary
FIR-2026-KA-1244,ACC-2024-KA-1429,primary
FIR-2023-KA-1245,ACC-2024-KA-0615,associate
FIR-2024-KA-1246,ACC-2024-KA-1877,primary
FIR-2024-KA-1247,ACC-2024-KA-1486,associate
FIR-2025-KA-1248,ACC-2024-KA-0871,associate
FIR-2023-KA-1249,ACC-2024-KA-1898,primary
FIR-2023-KA-1249,ACC-2024-KA-1693,primary
FIR-2024-KA-1250,ACC-2024-KA-1371,associate
FIR-2026-KA-1251,ACC-2024-KA-0936,associate
FIR-2025-KA-1252,ACC-2024-KA-0238,associate
FIR-2024-KA-1253,ACC-2024-KA-1312,primary
FIR-2025-KA-1254,ACC-2024-KA-1234,associate
FIR-2025-KA-1254,ACC-2024-KA-0623,primary
FIR-2023-KA-1255,ACC-2024-KA-1278,primary
FIR-2023-KA-1255,ACC-2024-KA-0968,primary
FIR-2023-KA-1256,ACC-2024-KA-1652,associate
FIR-2024-KA-1257,ACC-2024-KA-1571,associate
FIR-2026-KA-1258,ACC-2024-KA-0870,primary
FIR-2026-KA-1258,ACC-2024-KA-0025,associate
FIR-2023-KA-1259,ACC-2024-KA-1716,primary
FIR-2025-KA-1260,ACC-2024-KA-1290,primary
FIR-2025-KA-1260,ACC-2024-KA-0852,primary
FIR-2026-KA-1261,ACC-2024-KA-1643,primary
FIR-2026-KA-1261,ACC-2024-KA-1080,primary
FIR-2023-KA-1262,ACC-2024-KA-1852,primary
FIR-2023-KA-1262,ACC-2024-KA-1705,associate
FIR-2023-KA-1263,ACC-2024-KA-1716,primary
FIR-2023-KA-1263,ACC-2024-KA-1337,associate
FIR-2023-KA-1264,ACC-2024-KA-1673,primary
FIR-2023-KA-1264,ACC-2024-KA-0872,primary
FIR-2026-KA-1265,ACC-2024-KA-1647,primary
